clave	concepto	unidad	precio
IE15BM	Te de fierro galvanizado, de 102 mm ( 4" ) de diámetro.	pieza	1,373.41
IE16	Suministro, instalación y pruebas de tapón macho de fierro galvanizado.		
IE16BC	Tapón macho de fierro galvanizado, de 10 mm (3/8") de diámetro.	pieza	34.35
IE16BD	Tapón macho de fierro galvanizado, de 13 mm (1/2") de diámetro.	pieza	33.04
IE16BE	Tapón macho de fierro galvanizado, de 19 mm (3/4") de diámetro.	pieza	35.20
IE16BF	Tapón macho de fierro galvanizado, de 25 mm ( 1" ) de diámetro.	pieza	43.12
IE16BG	Tapón macho de fierro galvanizado, de 32 mm (1 1/4") de diámetro.	pieza	54.44
IE16BH	Tapón macho de fierro galvanizado, de 38 mm (1 1/2") de diámetro.	pieza	62.16
IE16BI	Tapón macho de fierro galvanizado, de 51 mm ( 2" ) de diámetro.	pieza	78.22
IE16BJ	Tapón macho de fierro galvanizado, de 64 mm (2 1/2") de diámetro.	pieza	122.56
IE16BK	Tapón macho de fierro galvanizado, de 76 mm ( 3" ) de diámetro.	pieza	170.21
IE16BL	Tapón macho de fierro galvanizado, de 102 mm ( 4" ) de diámetro.	pieza	275.38
IE17	Suministro, instalación y pruebas de reducción bushing de fierro galvanizado.		
IE17BB	Reducción bushing de fierro galvanizado de 6 a 3.2 mm (1/4" a 1/8") de diámetro.	pieza	39.60
IE17BC	Reducción bushing de fierro galvanizado de 10 a 6 mm (3/8" a 1/4") de diámetro.	pieza	39.60
IE17BD	Reducción bushing de fierro galvanizado de 13 a 6 mm (1/2" a 1/4") de diámetro.	pieza	39.69
IE17BE	Reducción bushing de fierro galvanizado de 19 a 6 mm (3/4" a 1/4") de diámetro.	pieza	41.81
IE17BF	Reducción bushing de fierro galvanizado de 25 a 13 mm (1" a 1/2") de diámetro.	pieza	64.21
IE17BG	Reducción bushing de fierro galvanizado de 32 a 13 mm (1 1/4" a 1/2") de diámetro.	pieza	68.97
IE17BH	Reducción bushing de fierro galvanizado de 38 a 13 mm (1 1/2" a 1/2") de diámetro.	pieza	95.11
IE17BI	Reducción bushing de fierro galvanizado de 51 a 13 mm (2" a 1/2" ) de diámetro.	pieza	95.45
IE17BJ	Reducción bushing de fierro galvanizado de 64 a 51 mm (2 1/2" a 2") de diámetro.	pieza	139.84
IE17BK	Reducción bushing de fierro galvanizado de 76 a 51 mm (3" a 2") de diámetro.	pieza	190.29
IE17BL	Reducción bushing de fierro galvanizado de 102 a 76 mm (4" a 3") de diámetro.	pieza	333.14
IE18B	Suministro, instalación y pruebas de tuerca unión de fierro galvanizado.		
IE18BB	Tuerca unión de fierro galvanizado de 6 mm (1/4") de diámetro.	pieza	167.74
IE18BC	Tuerca unión de fierro galvanizado de 10 mm (3/8") de diámetro.	pieza	115.26
IE18BD	Tuerca unión de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	90.45
IE18BE	Tuerca unión de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	118.37
IE18BF	Tuerca unión de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	141.06
IE18BG	Tuerca unión de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	192.87
IE18BH	Tuerca unión de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	236.20
IE18BI	Tuerca unión de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	318.07
IE18BJ	Tuerca unión de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	497.45
IE18BK	Tuerca unión de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	823.91
IE18BL	Tuerca unión de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	1,468.44
IE18C	Suministro, instalación y pruebas de tuerca de presión de fierro galvanizado.		
IE18CD	Tuerca de presión de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	49.78
IE18CE	Tuerca de presión de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	56.73
IE18CF	Tuerca de presión de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	76.78
IE18CG	Tuerca de presión de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	86.61
IE18CH	Tuerca de presión de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	97.14
IE18CI	Tuerca de presión de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	122.78
IE19B	Suministro, instalación y pruebas de tapón capa de fierro galvanizado.		
IE19BC	Tapón capa de fierro galvanizado de 10 mm (3/8") de diámetro.	pieza	35.67
IE19BD	Tapón capa de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	35.67
IE19BE	Tapón capa de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	44.38
IE19BF	Tapón capa de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	53.63
IE19BG	Tapón capa de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	62.30
IE19BH	Tapón capa de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	77.91
IE19BI	Tapón capa de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	132.01
IE19BJ	Tapón capa de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	156.67
IE19BK	Tapón capa de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	205.63
IE19BL	Tapón capa de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	296.37
IE20B	Suministro, instalación y pruebas de reducción campana de fierro galvanizado.		
IE20BC	Reducción campana de fierro galvanizado de 10 x 6 mm (3/8" x 1/4") de diámetro.	pieza	69.32
IE20BD	Reducción campana de fierro galvanizado de 13 x 6 mm (1/2" x 1/4") de diámetro.	pieza	64.19
IE20BE	Reducción campana de fierro galvanizado de 19 x 10 mm (3/4" x 3/8") de diámetro.	pieza	59.33
IE20BF	Reducción campana de fierro galvanizado de 25 x 13 mm (1" x 1/2") de diámetro.	pieza	70.18
IE20BG	Reducción campana de fierro galvanizado de 32 x 13 mm (1 1/4" x 1/2") de diámetro.	pieza	115.43
IE20BH	Reducción campana de fierro galvanizado de 38 x 13 mm (1 1/2" x 1/2") de diámetro.	pieza	131.21
IE20BI	Reducción campana de fierro galvanizado de 51x 13 mm (2" x 1/2") de diámetro.	pieza	148.79
IE20BJ	Reducción campana de fierro galvanizado de 64 x 51 mm (2 1/2" x 2") de diámetro.	pieza	301.79
IE20BK	Reducción campana de fierro galvanizado de 76 x 51 mm (3" x 2") de diámetro.	pieza	347.56
IE20BL	Reducción campana de fierro galvanizado de 102 x 76 mm (4" x 3") de diámetro.	pieza	517.78
IE21B	Suministro, instalación y pruebas de unión flange de fierro galvanizado.		
IE21BF	Unión flange de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	653.71
IE21BG	Unión flange de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	662.23
IE21BH	Unión flange de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	747.33
IE21BI	Unión flange de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	1,131.65
IE21BJ	Unión flange de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	1,719.56
IE21BK	Unión flange de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	2,135.13
IE21BL	Unión flange de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	3,017.38
IE22B	Suministro, instalación y pruebas de cople liso de fierro galvanizado.		
IE22BB	Cople liso de fierro galvanizado de 6 mm (1/4") de diámetro.	pieza	43.17
IE22BC	Cople liso de fierro galvanizado de 10 mm (3/8") de diámetro.	pieza	53.61
IE22BD	Cople liso de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	43.22
IE22BE	Cople liso de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	51.46
IE22BF	Cople liso de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	67.59
IE22BG	Cople liso de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	85.30
IE22BH	Cople liso de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	93.19
IE22BI	Cople liso de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	119.98
IE22BJ	Cople liso de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	197.03
IE22BK	Cople liso de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	275.51
IE22BL	Cople liso de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	422.23
IE23B	Suministro, instalación y pruebas de ye de fierro galvanizado.		
IE23BC	Ye de fierro galvanizado de 10 mm (3/8") de diámetro.	pieza	84.83
IE23BD	Ye de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	117.96
IE23BE	Ye de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	160.01
IE23BF	Ye de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	214.86
IE23BG	Ye de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	351.03
IE23BH	Ye de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	444.25
IE23BI	Ye de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	465.98
IE23BJ	Ye de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	1,120.92
IE23BK	Ye de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	1,736.64
IE23BL	Ye de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	2,681.58
IE24B	Suministro, instalación y pruebas de cruz de fierro galvanizado.		
IE24BD	Cruz de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	107.68
IE24BE	Cruz de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	159.35
IE24BF	Cruz de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	173.21
IE24BG	Cruz de fierro galvanizado de 32 mm (1 1/4") de diámetro.	pieza	282.17
IE24BH	Cruz de fierro galvanizado de 38 mm (1 1/2") de diámetro.	pieza	294.07
IE24BI	Cruz de fierro galvanizado de 51 mm ( 2" ) de diámetro.	pieza	353.21
IE24BJ	Cruz de fierro galvanizado de 64 mm (2 1/2") de diámetro.	pieza	601.15
IE24BK	Cruz de fierro galvanizado de 76 mm ( 3" ) de diámetro.	pieza	819.32
IE24BL	Cruz de fierro galvanizado de 102 mm ( 4" ) de diámetro.	pieza	1,666.98
IE25	Suministro, instalación y pruebas de codo rincón de fierro galvanizado.		
IE25BD	Codo rincón de fierro galvanizado de 13 mm (1/2") de diámetro.	pieza	102.93
IE25BE	Codo rincón de fierro galvanizado de 19 mm (3/4") de diámetro.	pieza	108.49
IE25BF	Codo rincón de fierro galvanizado de 25 mm ( 1" ) de diámetro.	pieza	156.57
IE26	Suministro, instalación y pruebas de niple de fierro galvanizado.		
IE26BJ	Niple de fierro galvanizado de 13 x 51 mm ( 1/2 " x 2").	pieza	40.61
IE26BL	Niple de fierro galvanizado de 13 x 76 mm ( 1/2" x 3 ").	pieza	43.22
IE26BM	Niple de fierro galvanizado de 13 x 102 mm ( 1/2" x 4").	pieza	45.85
IE26BN	Niple de fierro galvanizado de 13 x 127 mm ( 1/2" x 5").	pieza	48.47
IE26BP	Niple de fierro galvanizado de 13 x 152 mm ( 1/2" x 6").	pieza	49.78
IE26CJ	Niple de fierro galvanizado de 19 x 51 mm ( 3/4" x 2").	pieza	48.85
IE26CL	Niple de fierro galvanizado de 19 x 76 mm (3/4" x 3")	pieza	50.17
IE26CM	Niple de fierro galvanizado de 19 x 102 mm ( 3/4" x 4 ").	pieza	52.78
IE26CN	Niple de fierro galvanizado de 19 x 127 mm ( 3/4" x 5").	pieza	55.41
IE26CP	Niple de fierro galvanizado de 19 x 152 mm ( 3/4" x 6").	pieza	59.35
IE26DL	Niple de fierro galvanizado de 25 x 76 mm (1" x 3 ").	pieza	59.71
IE26DM	Niple de fierro galvanizado de 25 x 102 mm (1" x 4").	pieza	62.34
IE26DN	Niple de fierro galvanizado de 25 x 127 mm (1" x 5").	pieza	67.59
IE26DP	Niple de fierro galvanizado de 25 x 152 mm (1" x 6").	pieza	70.21
IE26DQ	Niple de fierro galvanizado de 25 x 204 mm (1" x 8").	pieza	88.58
IE26EL	Niple de fierro galvanizado de 32 x 76 mm (1 1/4" x 3 ").	pieza	77.14
IE26EM	Niple de fierro galvanizado de 32 x 102 mm (1 1/4" x 4").	pieza	85.48
IE26GS	Niple de fierro galvanizado de 102 x 304 mm (4 " x 12 ").	pieza	524.53
IF	Suministro, instalación y pruebas de tubos y piezas especiales de fierro negro, incluye: los tubos, las piezas especiales, teflón, agua para pruebas, la mano de obra para los cortes, roscado, unión, colocación de las piezas especiales, fijación, la herramienta y el equipo necesarios para la correcta ejecución de los trabajos. Norma de Construcción de la Administración Pública de la Ciudad de México 3.01.02.021.		
IF12	Suministro, instalación y pruebas de tubos de fierro negro.		
IF12BA	Tubo de fierro negro de 3 mm (1/8") de diámetro.	m	86.73
IF12BB	Tubo de fierro negro de 6 mm (1/4") de diámetro.	m	89.88
IF12BC	Tubo de fierro negro de 10 mm (3/8") de diámetro.	m	91.14
IF12BD	Tubo de fierro negro de 13 mm (1/2") de diámetro.	m	103.63
IF12BE	Tubo de fierro negro de 19 mm (3/4") de diámetro.	m	128.36
IF12BF	Tubo de fierro negro de 25 mm ( 1" ) de diámetro.	m	174.72
IF12BG	Tubo de fierro negro de 32 mm (1 1/4") de diámetro.	m	226.41
IF12BH	Tubo de fierro negro de 38 mm (1 1/2") de diámetro.	m	264.98
IF12BI	Tubo de fierro negro de 51 mm ( 2" ) de diámetro.	m	343.62
IF12BJ	Tubo de fierro negro de 64 mm (2 1/2") de diámetro.	m	518.24
IF12BK	Tubo de fierro negro de 76 mm ( 3" ) de diámetro.	m	668.04
IF12BL	Tubo de fierro negro de 102 mm ( 4" ) de diámetro.	m	927.11
IF13B	Suministro, instalación y pruebas de codo de 90° de fierro negro.		
IF13BC	Codo de fierro negro, de 90° X 6 mm (1/4") de diámetro.	pieza	58.86
IF13BD	Codo de fierro negro, de 90° X 10 mm (3/8") de diámetro.	pieza	52.28
IF13BE	Codo de fierro negro, de 90° X 13 mm (1/2") de diámetro.	pieza	44.54
IF13BF	Codo de fierro negro, de 90° X 19 mm (3/4") de diámetro.	pieza	55.41
IF13BG	Codo de fierro negro, de 90° X 25 mm ( 1" ) de diámetro.	pieza	71.51
IF13BH	Codo de fierro negro, de 90° X 32 mm ( 1 1/4") de diámetro.	pieza	94.47
IF13BI	Codo de fierro negro, de 90° X 38 mm (1 1/2") de diámetro.	pieza	110.27
IF13BJ	Codo de fierro negro, de 90° X 51 mm ( 2" ) de diámetro.	pieza	142.28
IF13BK	Codo de fierro negro, de 90° X 64 mm (2 1/2") de diámetro.	pieza	265.24
IF13BL	Codo de fierro negro, de 90° X 76 mm ( 3" ) de diámetro.	pieza	417.20
IF13BM	Codo de fierro negro, de 90° X 102 mm ( 4" ) de diámetro.	pieza	714.78
IF13C	Suministro, instalación y pruebas de codo de 45° de fierro negro.		
IF13CB	Codo de fierro negro, de 45° X 6 mm (1/4") de diámetro.	pieza	55.79
IF13CC	Codo de fierro negro, de 45° X 10 mm (3/8") de diámetro.	pieza	60.17
IF13CD	Codo de fierro negro, de 45° X 13 mm (1/2") de diámetro.	pieza	49.78
IF13CE	Codo de fierro negro, de 45° X 19 mm (3/4") de diámetro.	pieza	60.65
IF13CF	Codo de fierro negro, de 45° X 25 mm ( 1") de diámetro.	pieza	70.21
IF13CG	Codo de fierro negro, de 45° X 32 mm (1 1/4") de diámetro.	pieza	101.05
IF13CH	Codo de fierro negro, de 45° X 38 mm (1 1/2") de diámetro.	pieza	115.51
IF13CI	Codo de fierro negro, de 45° X 51 mm ( 2" ) de diámetro.	pieza	147.52
IF13CJ	Codo de fierro negro, de 45° X 64 mm (2 1/2") de diámetro.	pieza	260.00
IF13CK	Codo de fierro negro, de 45° X 76 mm ( 3" ) de diámetro.	pieza	393.59
IF13CL	Codo de fierro negro, de 45° X 102 mm ( 4" ) de diámetro.	pieza	637.36
IF14	Suministro, instalación y pruebas de cople reforzado de fierro negro.		
IF14BB	Cople reforzado de fierro negro de 6 mm (1/4") de diámetro.	pieza	48.75
IF14BC	Cople reforzado de fierro negro de 10 mm (3/8") de diámetro.	pieza	47.78
IF14BD	Cople reforzado de fierro negro de 13 mm (1/2") de diámetro.	pieza	44.23
IF14BE	Cople reforzado de fierro negro de 19 mm (3/4") de diámetro.	pieza	51.64
IF14BF	Cople reforzado de fierro negro de 25 mm ( 1" ) de diámetro.	pieza	67.47
IF14BG	Cople reforzado de fierro negro de 32 mm (1 1/4") de diámetro.	pieza	85.14
IF14BH	Cople reforzado de fierro negro de 38 mm (1 1/2") de diámetro.	pieza	93.03
IF14BI	Cople reforzado de fierro negro de 51 mm ( 2" ) de diámetro.	pieza	119.75
IF14BJ	Cople reforzado de fierro negro de 64 mm (2 1/2") de diámetro.	pieza	196.62
IF14BK	Cople reforzado de fierro negro de 76 mm ( 3" ) de diámetro.	pieza	274.99
IF14BL	Cople reforzado de fierro negro de 102 mm ( 4" ) de diámetro.	pieza	399.56
IF15	Suministro, instalación y pruebas de te de fierro negro.		
IF15BB	Te de fierro negro de 6 mm (1/4") de diámetro.	pieza	75.89
IF15BC	Te de fierro negro de 10 mm (3/8") de diámetro.	pieza	74.59
IF15BD	Te de fierro negro de 13 mm ( 1/2") de diámetro.	pieza	64.17
IF15BE	Te de fierro negro de 19 mm (3/4") de diámetro.	pieza	79.99
IF15BF	Te de fierro negro de 25 mm ( 1" ) de diámetro.	pieza	102.03
IF15BG	Te de fierro negro de 32 mm (1 1/4") de diámetro.	pieza	154.23
IF15BH	Te de fierro negro de 38 mm (1 1/2") de diámetro.	pieza	164.80
IF15BI	Te de fierro negro de 51 mm ( 2" ) de diámetro.	pieza	215.36
IF15BJ	Te de fierro negro de 64 mm (2 1/2") de diámetro.	pieza	416.06
IF15BK	Te de fierro negro de 76 mm ( 3" ) de diámetro.	pieza	566.36
IF15BL	Te de fierro negro de 102 mm ( 4" ) de diámetro.	pieza	1,155.28
IF16	Suministro, instalación y pruebas de tapón macho de fierro negro.		
IF16BC	Tapón macho de fierro negro de 10 mm (3/8") de diámetro.	pieza	33.04
IF16BD	Tapón macho de fierro negro de 13 mm (1/2") de diámetro.	pieza	31.72
IF16BE	Tapón macho de fierro negro de 19 mm (3/4") de diámetro.	pieza	33.89
IF16BF	Tapón macho de fierro negro de 25 mm ( 1" ) de diámetro.	pieza	41.81
IF16BG	Tapón macho de fierro negro de 32 mm (1 1/4") de diámetro.	pieza	51.80
IF16BH	Tapón macho de fierro negro de 38 mm (1 1/2") de diámetro.	pieza	58.23
IF16BI	Tapón macho de fierro negro de 51 mm ( 2" ) de diámetro.	pieza	72.97
IF16BJ	Tapón macho de fierro negro de 64 mm (2 1/2") de diámetro.	pieza	112.07
IF16BK	Tapón macho de fierro negro de 76 mm ( 3" ) de diámetro.	pieza	155.77
IF16BL	Tapón macho de fierro negro de 102 mm ( 4" ) de diámetro.	pieza	247.82
IF17	Suministro, instalación y pruebas de reducción bushing de fierro negro.		
IF17BB	Reducción bushing de fierro negro de 6 a 3 mm (1/4" a 1/8") de diámetro.	pieza	38.28
IF17BC	Reducción bushing de fierro negro de 10 a6 mm (3/8" a 1/4") de diámetro.	pieza	38.28
IF17BD	Reducción bushing de fierro negro de 13 a 6 mm (1/2" a 1/4") de diámetro.	pieza	38.37
IF17BE	Reducción bushing de fierro negro de 19 a 6 mm (3/4" a 1/4") de diámetro.	pieza	40.50
IF17BF	Reducción bushing de fierro negro de 25 a 13 mm (1" a 1/2") de diámetro.	pieza	60.27
IF17BG	Reducción bushing de fierro negro de 32 a 13 mm (1 1/4" a 1/2") de diámetro.	pieza	63.73
IF17BH	Reducción bushing de fierro negro de 38 a 13 mm (1 1/2" a 1/2") de diámetro.	pieza	87.23
IF17BI	Reducción bushing de fierro negro de 51 a 13 mm (2" a 1/2" ) de diámetro.	pieza	94.15
IF17BJ	Reducción bushing de fierro negro de 64 a 13 mm (2 1/2" a 1/2") de diámetro.	pieza	125.41
